latitude,longitude,B01.tiff,B02.tiff,B03.tiff,B04.tiff,B05.tiff,B06.tiff,B07.tiff,B08.tiff,B09.tiff,B10.tiff,B11.tiff,B12.tiff,B8A.tiff,N,P,K,Ca,Mg,S,B,Cu,Fe,Mn,Zn,Mo,Ni,Al,Se,Si,Na,Va,DRIS_N,DRIS_P,DRIS_K,DRIS_Ca,DRIS_Mg,DRIS_S,DRIS_B,DRIS_Cu,DRIS_Fe,DRIS_Mn,DRIS_Zn,IMS,IBN
-23.193712142030627,-54.43161828017456,0.1225,0.097,0.1016,0.083,0.1275,0.3051,0.3809,0.3575,0.0491,0.0013,0.3188,0.1722,0.4132,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193712142030627,-54.43152840875561,0.1225,0.0989,0.1027,0.0881,0.1286,0.3052,0.3822,0.3498,0.0491,0.0013,0.3209,0.1735,0.4134,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193712142030627,-54.43143853733668,0.1224,0.0998,0.104,0.0895,0.1286,0.3036,0.3798,0.3439,0.0491,0.0013,0.3218,0.1737,0.4115,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193712142030627,-54.43134866591773,0.1225,0.0992,0.1035,0.0862,0.1284,0.301,0.3757,0.3522,0.0489,0.0013,0.3223,0.1738,0.4085,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193712142030627,-54.43125879449879,0.1227,0.0986,0.1024,0.0868,0.1292,0.2991,0.3727,0.3487,0.0486,0.0013,0.3231,0.1752,0.4064,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193712142030627,-54.43116892307985,0.123,0.0997,0.1028,0.0892,0.1306,0.2968,0.3694,0.3436,0.0482,0.0013,0.3238,0.1773,0.404,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193712142030627,-54.43107905166091,0.1235,0.1001,0.103,0.0888,0.1316,0.2901,0.3609,0.3453,0.0477,0.0013,0.3223,0.1779,0.398,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193712142030627,-54.43098918024197,0.1239,0.0988,0.103,0.0915,0.1325,0.2799,0.3483,0.3386,0.0471,0.0013,0.319,0.1772,0.3888,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193712142030627,-54.43089930882303,0.1243,0.1007,0.1023,0.1023,0.1326,0.2778,0.3449,0.2965,0.0465,0.0013,0.316,0.1794,0.3824,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193712142030627,-54.430809437404086,0.1246,0.0985,0.0992,0.0909,0.1309,0.2859,0.3536,0.3253,0.0459,0.0013,0.3128,0.1847,0.3797,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193712142030627,-54.43071956598515,0.1248,0.0966,0.1033,0.0853,0.1349,0.288,0.3537,0.3366,0.0454,0.0013,0.3132,0.1926,0.3736,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193712142030627,-54.43062969456621,0.1249,0.1119,0.1167,0.1421,0.1499,0.2799,0.3386,0.3177,0.0448,0.0014,0.3201,0.2053,0.362,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43916747936556,0.1246,0.1007,0.1056,0.1155,0.1528,0.237,0.2848,0.2746,0.039,0.0013,0.3073,0.2096,0.309,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.439077607946615,0.1247,0.099,0.1013,0.1106,0.1453,0.2398,0.2885,0.2637,0.0396,0.0013,0.3023,0.2032,0.3146,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43898773652768,0.1248,0.1019,0.1056,0.1103,0.14,0.2446,0.2913,0.2744,0.0402,0.0013,0.2993,0.1936,0.3199,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.438897865108736,0.1249,0.1012,0.105,0.1038,0.1369,0.249,0.297,0.2846,0.0406,0.0013,0.3006,0.1886,0.3262,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.4388079936898,0.1248,0.1014,0.1039,0.1089,0.1361,0.2531,0.3056,0.2812,0.0411,0.0013,0.3062,0.1881,0.3336,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.438718122270856,0.1246,0.1003,0.1021,0.1064,0.1349,0.2586,0.316,0.2819,0.0415,0.0013,0.3095,0.1867,0.3431,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43862825085191,0.1243,0.0987,0.1007,0.0969,0.1331,0.266,0.3286,0.3054,0.0419,0.0013,0.3095,0.1836,0.3554,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43853837943298,0.124,0.0981,0.1014,0.0933,0.1313,0.2735,0.3399,0.3211,0.0423,0.0014,0.3086,0.1806,0.3668,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.438448508014034,0.1238,0.0984,0.1014,0.0922,0.1294,0.2817,0.3495,0.3268,0.0426,0.0014,0.3067,0.1775,0.377,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43835863659509,0.1236,0.0991,0.1008,0.0894,0.1288,0.2871,0.3546,0.3307,0.043,0.0014,0.3056,0.1763,0.3826,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43826876517616,0.1235,0.0986,0.1005,0.0906,0.1305,0.2863,0.3523,0.3266,0.0433,0.0015,0.3071,0.1788,0.3804,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43817889375721,0.1235,0.0974,0.1007,0.0974,0.1338,0.2811,0.3443,0.3158,0.0435,0.0015,0.3096,0.1836,0.3721,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43808902233828,0.1234,0.0991,0.1027,0.1038,0.1393,0.27,0.3289,0.3086,0.0437,0.0015,0.3122,0.1914,0.3548,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43799915091933,0.1234,0.1034,0.1067,0.1147,0.1451,0.2565,0.3108,0.2906,0.0439,0.0015,0.3143,0.1997,0.334,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43790927950039,0.1233,0.1047,0.1076,0.126,0.1448,0.2539,0.3087,0.2696,0.0441,0.0015,0.3121,0.1985,0.3299,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43781940808145,0.1233,0.1018,0.104,0.1198,0.1396,0.2598,0.3191,0.2696,0.0443,0.0015,0.3067,0.1898,0.3389,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43772953666251,0.1232,0.0984,0.1003,0.1005,0.135,0.2673,0.3301,0.2923,0.0445,0.0015,0.3028,0.1817,0.3517,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.437639665243566,0.1231,0.095,0.0961,0.0821,0.1308,0.2771,0.3424,0.3241,0.0448,0.0015,0.3003,0.1738,0.3693,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43754979382463,0.1229,0.0946,0.0974,0.0817,0.1289,0.2844,0.3512,0.3347,0.0451,0.0015,0.3012,0.1707,0.3808,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43745992240569,0.1227,0.0971,0.1021,0.0931,0.1304,0.2879,0.355,0.3289,0.0454,0.0014,0.3069,0.1745,0.3828,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43737005098675,0.1226,0.0998,0.1044,0.1014,0.1325,0.2888,0.3558,0.3205,0.0457,0.0014,0.3122,0.1787,0.3823,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43728017956781,0.1225,0.0998,0.1042,0.1004,0.1342,0.2867,0.3537,0.3209,0.046,0.0014,0.3146,0.1804,0.3819,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.437190308148864,0.1223,0.0988,0.1033,0.0975,0.1353,0.2836,0.3507,0.3254,0.0462,0.0014,0.3156,0.1815,0.38,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43710043672993,0.1223,0.0989,0.1022,0.0974,0.1348,0.2818,0.3487,0.3237,0.0465,0.0014,0.3153,0.1832,0.375,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.437010565310985,0.1222,0.0992,0.1018,0.0988,0.1336,0.2806,0.3475,0.3142,0.0467,0.0014,0.3146,0.1843,0.3706,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43692069389204,0.1221,0.1001,0.1034,0.1034,0.1329,0.2798,0.3478,0.3043,0.0469,0.0013,0.3157,0.1817,0.3731,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43683082247311,0.1221,0.1009,0.1034,0.1026,0.1321,0.2806,0.3508,0.3084,0.0471,0.0013,0.3174,0.1769,0.3811,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43674095105416,0.1221,0.0971,0.1001,0.0874,0.1288,0.2902,0.3659,0.3453,0.0473,0.0013,0.3165,0.172,0.3972,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.436651079635226,0.122,0.0952,0.0991,0.0791,0.1234,0.3075,0.3915,0.3707,0.0475,0.0013,0.3133,0.1667,0.4207,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43656120821628,0.122,0.0963,0.1,0.0785,0.1215,0.3143,0.4016,0.3674,0.0476,0.0013,0.3129,0.1646,0.4316,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43647133679734,0.122,0.097,0.101,0.0819,0.1236,0.3086,0.3935,0.3643,0.0476,0.0013,0.3161,0.166,0.4283,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.4363814653784,0.1219,0.0989,0.102,0.0894,0.1255,0.3037,0.3859,0.3485,0.0477,0.0014,0.3177,0.1679,0.4219,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43629159395946,0.1219,0.0991,0.1019,0.09,0.1259,0.3031,0.3839,0.3382,0.0477,0.0014,0.316,0.1697,0.4139,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43620172254053,0.1219,0.0973,0.1008,0.0846,0.1263,0.3013,0.3797,0.3477,0.0477,0.0014,0.3142,0.171,0.4054,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43611185112158,0.1218,0.0976,0.1004,0.085,0.1276,0.2941,0.3663,0.3471,0.0477,0.0014,0.3135,0.1715,0.3956,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43602197970264,0.1218,0.0988,0.1012,0.0914,0.1284,0.2889,0.3564,0.3281,0.0477,0.0014,0.3134,0.1712,0.3902,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.4359321082837,0.1218,0.0984,0.1018,0.0927,0.1272,0.2948,0.3653,0.3241,0.0476,0.0014,0.3142,0.1704,0.3982,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43584223686476,0.1218,0.098,0.1012,0.0863,0.1253,0.3054,0.3826,0.3487,0.0476,0.0014,0.3155,0.1688,0.4127,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.435752365445815,0.1217,0.0966,0.1016,0.0802,0.1242,0.3122,0.3946,0.371,0.0475,0.0014,0.3162,0.1657,0.4248,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43566249402688,0.1217,0.0955,0.1017,0.0792,0.1237,0.3171,0.4039,0.3731,0.0475,0.0014,0.3166,0.1619,0.4353,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.435572622607936,0.1217,0.0964,0.1001,0.0786,0.1234,0.3194,0.408,0.3745,0.0474,0.0014,0.3168,0.1612,0.4392,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.435482751189,0.1217,0.0964,0.1021,0.0786,0.1235,0.3192,0.4074,0.3747,0.0473,0.0014,0.3169,0.1631,0.4368,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.435392879770056,0.1218,0.0981,0.1012,0.0809,0.1243,0.316,0.4029,0.3678,0.0473,0.0014,0.3173,0.1653,0.4322,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43530300835111,0.1219,0.0966,0.1,0.0802,0.126,0.3095,0.3942,0.3688,0.0472,0.0014,0.318,0.1676,0.4258,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43521313693218,0.122,0.0966,0.1004,0.0843,0.1277,0.3021,0.3831,0.357,0.0472,0.0014,0.3188,0.1709,0.4154,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43512326551323,0.1222,0.0982,0.1026,0.0909,0.1295,0.2931,0.3672,0.3377,0.0471,0.0014,0.3197,0.1771,0.3963,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43503339409429,0.1223,0.0995,0.1037,0.098,0.1305,0.2878,0.3572,0.3216,0.0471,0.0014,0.3202,0.1809,0.384,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43494352267536,0.1225,0.0979,0.1025,0.0948,0.1301,0.2909,0.3621,0.3255,0.0471,0.0014,0.3201,0.1781,0.3911,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43485365125641,0.1226,0.0963,0.1018,0.0844,0.1287,0.2981,0.374,0.3477,0.047,0.0013,0.3192,0.1728,0.4058,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43476377983748,0.1227,0.0974,0.1019,0.08,0.1258,0.3074,0.3889,0.3661,0.047,0.0013,0.3169,0.1678,0.4201,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43467390841853,0.1227,0.097,0.1004,0.0783,0.1228,0.3166,0.4036,0.3712,0.0469,0.0013,0.3143,0.1635,0.4329,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43458403699959,0.1228,0.0967,0.1012,0.0799,0.1234,0.3163,0.4031,0.3699,0.0469,0.0013,0.3146,0.1634,0.4325,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
-23.193794592839613,-54.43449416558065,0.1228,0.0982,0.1016,0.0823,0.1266,0.3092,0.3918,0.3623,0.0469,0.0013,0.317,0.1668,0.4222,53.98,4.15,23.56,10.6,4.15,3.0,46.53,9.29,128.27,68.01,33.63,3.38,0.67,157.36,3.21,995.19,35.15,0.43,-0.28,0.45,0.49,0.21,0.99,0.21,0.4,-3.43,1.21,0.21,-0.23,-0.23,8.34
